id,answer
generation-for-nlp-0,3
generation-for-nlp-1,3
generation-for-nlp-2,3
generation-for-nlp-3,3
generation-for-nlp-4,3
generation-for-nlp-5,3
generation-for-nlp-6,3
generation-for-nlp-7,3
generation-for-nlp-8,3
generation-for-nlp-9,3
generation-for-nlp-10,3
generation-for-nlp-11,�
generation-for-nlp-12,1
generation-for-nlp-13,3
generation-for-nlp-14,1
generation-for-nlp-15,3
generation-for-nlp-16,3
generation-for-nlp-17,3
generation-for-nlp-18,3
generation-for-nlp-19,3
generation-for-nlp-20,3
generation-for-nlp-21,3
generation-for-nlp-22,4
generation-for-nlp-23,3
generation-for-nlp-24,4
generation-for-nlp-25,3
generation-for-nlp-26,3
generation-for-nlp-27,3
generation-for-nlp-28,3
generation-for-nlp-29,3
generation-for-nlp-30,3
generation-for-nlp-31,3
generation-for-nlp-32,3
generation-for-nlp-33,3
generation-for-nlp-34,3
generation-for-nlp-35,2
generation-for-nlp-36,3
generation-for-nlp-37,3
generation-for-nlp-38,3
generation-for-nlp-39,3
generation-for-nlp-40,4
generation-for-nlp-41,3
generation-for-nlp-42,3
generation-for-nlp-43,3
generation-for-nlp-44,3
generation-for-nlp-45,3
generation-for-nlp-46,3
generation-for-nlp-47,4
generation-for-nlp-48,2
generation-for-nlp-49,1
generation-for-nlp-50,3
generation-for-nlp-51,5
generation-for-nlp-52,3
generation-for-nlp-53,4
generation-for-nlp-54,3
generation-for-nlp-55,4
generation-for-nlp-56,3
generation-for-nlp-57,3
generation-for-nlp-58,3
generation-for-nlp-59,3
generation-for-nlp-60,3
generation-for-nlp-61,3
generation-for-nlp-62,2
generation-for-nlp-63,3
generation-for-nlp-64,3
generation-for-nlp-65,3
generation-for-nlp-66,3
generation-for-nlp-67,3
generation-for-nlp-68,3
generation-for-nlp-69,3
generation-for-nlp-70,3
generation-for-nlp-71,3
generation-for-nlp-72,3
generation-for-nlp-73,3
generation-for-nlp-74,2
generation-for-nlp-75,3
generation-for-nlp-76,3
generation-for-nlp-77,3
generation-for-nlp-78,3
generation-for-nlp-79,1
generation-for-nlp-80,3
generation-for-nlp-81,3
generation-for-nlp-82,3
generation-for-nlp-83,3
generation-for-nlp-84,3
generation-for-nlp-85,3
generation-for-nlp-86,3
generation-for-nlp-87,3
generation-for-nlp-88,3
generation-for-nlp-89,3
generation-for-nlp-90,3
generation-for-nlp-91,3
generation-for-nlp-92,4
generation-for-nlp-93,3
generation-for-nlp-94,3
generation-for-nlp-95,3
generation-for-nlp-96,3
generation-for-nlp-97,3
generation-for-nlp-98,3
generation-for-nlp-99,3
generation-for-nlp-100,3
generation-for-nlp-101,3
generation-for-nlp-102,3
generation-for-nlp-103,4
generation-for-nlp-104,3
generation-for-nlp-105,3
generation-for-nlp-106,3
generation-for-nlp-107,3
generation-for-nlp-108,3
generation-for-nlp-109,5
generation-for-nlp-110,3
generation-for-nlp-111,3
generation-for-nlp-112,4
generation-for-nlp-113,3
generation-for-nlp-114,3
generation-for-nlp-115,5
generation-for-nlp-116,3
generation-for-nlp-117,3
generation-for-nlp-118,4
generation-for-nlp-119,3
generation-for-nlp-120,3
generation-for-nlp-121,3
generation-for-nlp-122,3
generation-for-nlp-123,3
generation-for-nlp-124,3
generation-for-nlp-125,3
generation-for-nlp-126,3
generation-for-nlp-127,3
generation-for-nlp-128,3
generation-for-nlp-129,3
generation-for-nlp-130,3
generation-for-nlp-131,3
generation-for-nlp-132,3
generation-for-nlp-133,3
generation-for-nlp-134,3
generation-for-nlp-135,1
generation-for-nlp-136,3
generation-for-nlp-137,3
generation-for-nlp-138,3
generation-for-nlp-139,3
generation-for-nlp-140,4
generation-for-nlp-141,3
generation-for-nlp-142,4
generation-for-nlp-143,3
generation-for-nlp-144,3
generation-for-nlp-145,3
generation-for-nlp-146,3
generation-for-nlp-147,3
generation-for-nlp-148,3
generation-for-nlp-149,5
generation-for-nlp-150,3
generation-for-nlp-151,3
generation-for-nlp-152,3
generation-for-nlp-153,3
generation-for-nlp-154,3
generation-for-nlp-155,5
generation-for-nlp-156,3
generation-for-nlp-157,3
generation-for-nlp-158,3
generation-for-nlp-159,3
generation-for-nlp-160,3
generation-for-nlp-161,3
generation-for-nlp-162,3
generation-for-nlp-163,4
generation-for-nlp-164,3
generation-for-nlp-165,3
generation-for-nlp-166,3
generation-for-nlp-167,4
generation-for-nlp-168,3
generation-for-nlp-169,3
generation-for-nlp-170,3
generation-for-nlp-171,3
generation-for-nlp-172,3
generation-for-nlp-173,3
generation-for-nlp-174,5
generation-for-nlp-175,4
generation-for-nlp-176,3
generation-for-nlp-177,3
generation-for-nlp-178,3
generation-for-nlp-179,3
generation-for-nlp-180,3
generation-for-nlp-181,3
generation-for-nlp-182,3
generation-for-nlp-183,3
generation-for-nlp-184,3
generation-for-nlp-185,3
generation-for-nlp-186,3
generation-for-nlp-187,3
generation-for-nlp-188,3
generation-for-nlp-189,3
generation-for-nlp-190,3
generation-for-nlp-191,3
generation-for-nlp-192,3
generation-for-nlp-193,3
generation-for-nlp-194,3
generation-for-nlp-195,3
generation-for-nlp-196,2
generation-for-nlp-197,3
generation-for-nlp-198,3
generation-for-nlp-199,3
generation-for-nlp-200,3
generation-for-nlp-201,4
generation-for-nlp-202,3
generation-for-nlp-203,3
generation-for-nlp-204,3
generation-for-nlp-205,3
generation-for-nlp-206,3
generation-for-nlp-207,3
